boletim,boletim,bolso,lula,branco,nulo,tipo_urna
o00407-2747200400020.bu,o00407-2747200400020.bu,87,209,5,11,UE2009
o00407-2785500020148.bu,o00407-2785500020148.bu,127,147,2,14,UE2020
o00407-2877000080117.bu,o00407-2877000080117.bu,140,176,2,8,UE2020
o00407-2785500330295.bu,o00407-2785500330295.bu,143,111,8,13,UE2020
o00407-2785500020370.bu,o00407-2785500020370.bu,171,150,9,20,UE2020
o00407-2700600170078.bu,o00407-2700600170078.bu,137,111,2,13,UE2015
o00407-2765000390087.bu,o00407-2765000390087.bu,31,150,1,9,UE2010
o00407-2785500330072.bu,o00407-2785500330072.bu,112,88,3,8,UE2020
o00407-2785500010308.bu,o00407-2785500010308.bu,212,161,5,14,UE2020
o00407-2841000400159.bu,o00407-2841000400159.bu,67,230,3,15,UE2010
o00407-2785500030307.bu,o00407-2785500030307.bu,108,83,6,15,UE2020
o00407-2785500020328.bu,o00407-2785500020328.bu,205,145,7,20,UE2020
o00407-2785500030434.bu,o00407-2785500030434.bu,164,131,5,20,UE2020
o00407-2705700550068.bu,o00407-2705700550068.bu,129,147,3,23,UE2013
o00407-2847900120160.bu,o00407-2847900120160.bu,118,179,1,16,UE2015
o00407-2737500280064.bu,o00407-2737500280064.bu,43,152,2,15,UE2010
o00407-2761800450058.bu,o00407-2761800450058.bu,20,203,2,22,UE2013
o00407-2785500020257.bu,o00407-2785500020257.bu,235,133,4,4,UE2020
o00407-2785500030124.bu,o00407-2785500030124.bu,117,89,1,18,UE2020
o00407-2707300060047.bu,o00407-2707300060047.bu,38,92,1,10,UE2020
o00407-2785500020015.bu,o00407-2785500020015.bu,138,135,11,18,UE2020
o00407-2801000120195.bu,o00407-2801000120195.bu,141,135,5,10,UE2009
o00407-2853300150261.bu,o00407-2853300150261.bu,203,138,4,14,UE2020
o00407-2741300160110.bu,o00407-2741300160110.bu,83,88,1,5,UE2010
o00407-2827400110047.bu,o00407-2827400110047.bu,67,205,1,4,UE2009
o00407-2893200340098.bu,o00407-2893200340098.bu,73,153,5,23,UE2010
o00407-2869000170158.bu,o00407-2869000170158.bu,99,117,2,13,UE2015
o00407-2885100210127.bu,o00407-2885100210127.bu,82,165,3,16,UE2010
o00407-2881900450110.bu,o00407-2881900450110.bu,61,166,6,18,UE2013
o00407-2783900470142.bu,o00407-2783900470142.bu,14,31,0,2,UE2015
o00407-2805300460027.bu,o00407-2805300460027.bu,55,116,2,15,UE2009
o00407-2785500020382.bu,o00407-2785500020382.bu,212,121,8,5,UE2020
o00407-2869000170128.bu,o00407-2869000170128.bu,86,111,4,9,UE2015
o00407-2749900460051.bu,o00407-2749900460051.bu,58,174,3,15,UE2015
o00407-2745600070076.bu,o00407-2745600070076.bu,55,216,2,13,UE2013
o00407-2841000400208.bu,o00407-2841000400208.bu,34,232,3,20,UE2015
o00407-2875400490007.bu,o00407-2875400490007.bu,58,227,1,14,UE2013
o00407-2706500180216.bu,o00407-2706500180216.bu,112,125,3,10,UE2020
o00407-2705700550263.bu,o00407-2705700550263.bu,176,144,4,12,UE2015
o00407-2801000120211.bu,o00407-2801000120211.bu,117,104,2,14,UE2015
o00407-2701400390061.bu,o00407-2701400390061.bu,30,256,0,15,UE2009
o00407-2875400490069.bu,o00407-2875400490069.bu,36,212,2,13,UE2013
o00407-2825800100174.bu,o00407-2825800100174.bu,91,160,3,12,UE2015
o00407-2795200480180.bu,o00407-2795200480180.bu,49,114,5,14,UE2010
o00407-2771500140190.bu,o00407-2771500140190.bu,169,122,5,20,UE2013
o00407-2745600070133.bu,o00407-2745600070133.bu,138,98,3,13,UE2013
o00407-2735900190251.bu,o00407-2735900190251.bu,35,154,1,5,UE2009
o00407-2815000400227.bu,o00407-2815000400227.bu,29,216,0,16,UE2010
o00407-2705700550171.bu,o00407-2705700550171.bu,141,162,5,18,UE2010
o00407-2833900130001.bu,o00407-2833900130001.bu,97,169,1,22,UE2009
o00407-2877000080112.bu,o00407-2877000080112.bu,134,144,4,17,UE2020
o00407-2741300160102.bu,o00407-2741300160102.bu,118,135,2,16,UE2010
o00407-2785500330108.bu,o00407-2785500330108.bu,173,126,10,18,UE2020
o00407-2801000120227.bu,o00407-2801000120227.bu,167,104,1,18,UE2010
o00407-2785500540398.bu,o00407-2785500540398.bu,215,176,7,14,UE2020
o00407-2785500330075.bu,o00407-2785500330075.bu,98,85,2,12,UE2020
o00407-2829000120138.bu,o00407-2829000120138.bu,70,133,3,12,UE2010
o00407-2765000390084.bu,o00407-2765000390084.bu,59,200,2,17,UE2010
o00407-2853300150130.bu,o00407-2853300150130.bu,96,106,3,23,UE2020
