boletim,boletim,bolso,lula,branco,nulo,tipo_urna
o00407-5629400060259.bu,o00407-5629400060259.bu,153,90,3,4,UE2015
o00407-5709600100039.bu,o00407-5709600100039.bu,185,71,5,5,UE2013
o00407-5650200180171.bu,o00407-5650200180171.bu,114,65,5,3,UE2013
o00407-5663400250399.bu,o00407-5663400250399.bu,142,93,2,15,UE2009
o00407-5625100340957.bu,o00407-5625100340957.bu,123,75,3,5,UE2009
o00407-5703700570253.bu,o00407-5703700570253.bu,134,102,1,8,UE2020
o00407-5705300520001.bu,o00407-5705300520001.bu,141,112,7,8,UE2020
o00407-5699500590165.bu,o00407-5699500590165.bu,135,91,6,13,UE2010
o00407-5663400250088.bu,o00407-5663400250088.bu,186,107,4,7,UE2009
o00407-5625100340577.bu,o00407-5625100340577.bu,194,109,4,11,UE2009
o00407-5604900190068.bu,o00407-5604900190068.bu,194,82,5,9,UE2015
o00407-5699500260595.bu,o00407-5699500260595.bu,145,103,1,11,UE2009
o00407-5625100540626.bu,o00407-5625100540626.bu,164,112,4,4,UE2010
o00407-5705300520648.bu,o00407-5705300520648.bu,182,128,4,6,UE2020
o00407-5699500530065.bu,o00407-5699500530065.bu,130,125,4,9,UE2009
o00407-5795900350147.bu,o00407-5795900350147.bu,125,50,2,6,UE2020
o00407-5625100540044.bu,o00407-5625100540044.bu,163,122,10,9,UE2010
o00407-5703700550280.bu,o00407-5703700550280.bu,149,92,5,3,UE2020
o00407-5703700550227.bu,o00407-5703700550227.bu,170,120,6,8,UE2020
o00407-5614600100102.bu,o00407-5614600100102.bu,155,81,3,7,UE2013
o00407-5699500530265.bu,o00407-5699500530265.bu,168,115,5,8,UE2009
o00407-5663400250308.bu,o00407-5663400250308.bu,124,146,11,20,UE2009
o00407-5705300520576.bu,o00407-5705300520576.bu,228,144,9,9,UE2020
o00407-5703700570107.bu,o00407-5703700570107.bu,70,88,5,3,UE2020
o00407-5629400060325.bu,o00407-5629400060325.bu,151,64,1,10,UE2015
o00407-5715000270139.bu,o00407-5715000270139.bu,97,109,3,11,UE2010
o00407-5683900170114.bu,o00407-5683900170114.bu,102,73,3,4,UE2020
o00407-5617000230178.bu,o00407-5617000230178.bu,90,114,4,15,UE2013
o00407-5663400250111.bu,o00407-5663400250111.bu,136,142,3,22,UE2009
o00407-5601400080026.bu,o00407-5601400080026.bu,138,103,4,14,UE2010
o00407-5705300011047.bu,o00407-5705300011047.bu,115,136,7,13,UE2020
o00407-5647200240195.bu,o00407-5647200240195.bu,164,108,6,19,UE2011
o00407-5622700370072.bu,o00407-5622700370072.bu,130,115,0,8,UE2013
o00407-5697900210955.bu,o00407-5697900210955.bu,46,186,2,11,UE2009
o00407-5699500530183.bu,o00407-5699500530183.bu,159,121,3,7,UE2009
o00407-5627800030137.bu,o00407-5627800030137.bu,86,28,0,4,UE2020
o00407-5659600180135.bu,o00407-5659600180135.bu,212,70,3,11,UE2013
o00407-5685500430112.bu,o00407-5685500430112.bu,162,72,1,7,UE2020
o00407-5625100540611.bu,o00407-5625100540611.bu,137,107,3,12,UE2010
o00407-5667700050012.bu,o00407-5667700050012.bu,103,104,2,16,UE2015
o00407-5662600140064.bu,o00407-5662600140064.bu,100,57,3,12,UE2020
o00407-5793200090144.bu,o00407-5793200090144.bu,136,61,7,5,UE2015
o00407-5697900210033.bu,o00407-5697900210033.bu,151,83,2,4,UE2009
o00407-5681200390008.bu,o00407-5681200390008.bu,81,123,1,7,UE2015
o00407-5705300520220.bu,o00407-5705300520220.bu,193,98,10,7,UE2020
o00407-5627800030043.bu,o00407-5627800030043.bu,116,58,2,11,UE2020
o00407-5703700570136.bu,o00407-5703700570136.bu,99,69,3,8,UE2020
o00407-5623500020605.bu,o00407-5623500020605.bu,202,65,10,13,UE2020
o00407-5699500530113.bu,o00407-5699500530113.bu,165,117,2,8,UE2009
o00407-5691000110092.bu,o00407-5691000110092.bu,105,121,4,13,UE2015
o00407-5661800040134.bu,o00407-5661800040134.bu,139,107,3,8,UE2015
o00407-5701000470074.bu,o00407-5701000470074.bu,161,91,5,13,UE2020
o00407-5604900190081.bu,o00407-5604900190081.bu,204,66,2,5,UE2015
o00407-5677400300222.bu,o00407-5677400300222.bu,58,105,4,2,UE2010
o00407-5799100460041.bu,o00407-5799100460041.bu,114,146,5,9,UE2015
o00407-5705300520429.bu,o00407-5705300520429.bu,227,118,4,7,UE2020
o00407-5703700570183.bu,o00407-5703700570183.bu,110,73,1,5,UE2020
o00407-5699500590310.bu,o00407-5699500590310.bu,123,130,2,12,UE2010
o00407-5705300520548.bu,o00407-5705300520548.bu,137,129,6,10,UE2020
o00407-5662600140041.bu,o00407-5662600140041.bu,137,94,3,10,UE2020
o00407-5669300380040.bu,o00407-5669300380040.bu,139,136,5,7,UE2015
o00407-5689800090001.bu,o00407-5689800090001.bu,137,109,7,12,UE2015
o00407-5697900210941.bu,o00407-5697900210941.bu,112,154,2,8,UE2009
o00407-5697900210959.bu,o00407-5697900210959.bu,90,108,2,6,UE2009
o00407-5630800510063.bu,o00407-5630800510063.bu,109,126,3,9,UE2010
o00407-5647200240137.bu,o00407-5647200240137.bu,183,93,3,10,UE2015
o00407-5603000040005.bu,o00407-5603000040005.bu,139,101,0,6,UE2015
o00407-5703700570195.bu,o00407-5703700570195.bu,130,80,1,8,UE2020
o00407-5703700550433.bu,o00407-5703700550433.bu,144,123,6,16,UE2020
o00407-5623500480088.bu,o00407-5623500480088.bu,142,93,8,15,UE2020
o00407-5663400250102.bu,o00407-5663400250102.bu,141,112,5,10,UE2009
o00407-5625100540465.bu,o00407-5625100540465.bu,139,137,6,6,UE2010
o00407-5625100540011.bu,o00407-5625100540011.bu,131,116,8,12,UE2010
o00407-5625100340257.bu,o00407-5625100340257.bu,149,118,7,10,UE2009
o00407-5627800030062.bu,o00407-5627800030062.bu,145,39,2,7,UE2020
o00407-5699500260395.bu,o00407-5699500260395.bu,162,140,7,10,UE2009
o00407-5697900210056.bu,o00407-5697900210056.bu,160,141,5,9,UE2009
