boletim,boletim,bolso,lula,branco,nulo,tipo_urna
o00407-0269000040071.bu,o00407-0269000040071.bu,32,128,1,4,UE2011
o00407-0255000320728.bu,o00407-0255000320728.bu,169,168,5,7,UE2020
o00407-0255000020550.bu,o00407-0255000020550.bu,194,94,5,9,UE2020
o00407-0202000450021.bu,o00407-0202000450021.bu,102,100,2,16,UE2015
o00407-0255000010699.bu,o00407-0255000010699.bu,135,119,2,8,UE2020
o00407-0255000630592.bu,o00407-0255000630592.bu,227,114,5,16,UE2020
o00407-9843400680699.bu,o00407-9843400680699.bu,88,82,1,6,UE2015
o00407-0255000320707.bu,o00407-0255000320707.bu,172,117,6,18,UE2020
o00407-0225900080179.bu,o00407-0225900080179.bu,63,133,0,6,UE2010
o00407-0255000010734.bu,o00407-0255000010734.bu,173,74,4,4,UE2020
o00407-0273900470029.bu,o00407-0273900470029.bu,102,193,1,16,UE2013
o00407-0263100430008.bu,o00407-0263100430008.bu,45,211,1,9,UE2011
o00407-0255000590533.bu,o00407-0255000590533.bu,182,131,5,13,UE2020
o00407-0255000370618.bu,o00407-0255000370618.bu,171,125,5,13,UE2020
o00407-0255000630659.bu,o00407-0255000630659.bu,178,141,9,23,UE2020
o00407-0255000010676.bu,o00407-0255000010676.bu,185,89,1,7,UE2020
o00407-0255000020659.bu,o00407-0255000020659.bu,211,87,3,6,UE2020
o00407-0255000310706.bu,o00407-0255000310706.bu,160,126,2,7,UE2020
o00407-0207000350141.bu,o00407-0207000350141.bu,58,190,0,13,UE2015
o00407-0255000370571.bu,o00407-0255000370571.bu,196,126,9,18,UE2013
o00407-0255000320885.bu,o00407-0255000320885.bu,188,112,2,11,UE2009
o00407-0255000580819.bu,o00407-0255000580819.bu,222,102,2,10,UE2020
o00407-0203800330031.bu,o00407-0203800330031.bu,110,140,3,10,UE2015
o00407-0281000090204.bu,o00407-0281000090204.bu,73,173,3,17,UE2013
o00407-0255000620337.bu,o00407-0255000620337.bu,195,112,3,9,UE2020
o00407-9835300560063.bu,o00407-9835300560063.bu,76,49,1,2,UE2015
o00407-0297600050146.bu,o00407-0297600050146.bu,28,267,1,6,UE2009
o00407-0255000020667.bu,o00407-0255000020667.bu,165,106,4,4,UE2020
o00407-0273900470026.bu,o00407-0273900470026.bu,1,331,2,16,UE2013
o00407-0255000580795.bu,o00407-0255000580795.bu,195,142,6,8,UE2020
o00407-0249600410007.bu,o00407-0249600410007.bu,69,190,6,26,UE2015
o00407-0241000030023.bu,o00407-0241000030023.bu,76,170,1,5,UE2010
o00407-0255000630666.bu,o00407-0255000630666.bu,175,121,3,15,UE2020
o00407-0255000620552.bu,o00407-0255000620552.bu,218,96,9,6,UE2020
o00407-0281000090153.bu,o00407-0281000090153.bu,119,175,2,10,UE2013
o00407-0255000370592.bu,o00407-0255000370592.bu,168,147,4,10,UE2020
o00407-0255000630712.bu,o00407-0255000630712.bu,197,150,2,13,UE2020
o00407-0255000630508.bu,o00407-0255000630508.bu,164,179,5,19,UE2020
o00407-0255000700623.bu,o00407-0255000700623.bu,201,120,4,14,UE2020
o00407-0233000100001.bu,o00407-0233000100001.bu,48,181,2,11,UE2015
o00407-0255000630762.bu,o00407-0255000630762.bu,173,122,3,13,UE2020
o00407-0255000020595.bu,o00407-0255000020595.bu,208,85,4,9,UE2020
o00407-0255000370609.bu,o00407-0255000370609.bu,185,103,2,10,UE2020
o00407-0241000030193.bu,o00407-0241000030193.bu,81,140,3,10,UE2010
o00407-0269000040218.bu,o00407-0269000040218.bu,63,224,2,5,UE2011
o00407-0255000400491.bu,o00407-0255000400491.bu,238,110,4,13,UE2020
o00407-0255000650361.bu,o00407-0255000650361.bu,206,105,4,17,UE2015
o00407-0255000700567.bu,o00407-0255000700567.bu,182,127,7,27,UE2020
