boletim,boletim,bolso,lula,branco,nulo,tipo_urna
o00407-9373401460216.bu,o00407-9373401460216.bu,182,141,3,4,UE2020
o00407-9599000800101.bu,o00407-9599000800101.bu,216,57,4,2,UE2011
o00407-9221501410127.bu,o00407-9221501410127.bu,227,79,3,7,UE2020
o00407-9289400070213.bu,o00407-9289400070213.bu,130,111,6,0,UE2010
o00407-9373401350186.bu,o00407-9373401350186.bu,184,122,4,8,UE2020
o00407-9373400020173.bu,o00407-9373400020173.bu,189,87,3,6,UE2020
o00407-9421801060024.bu,o00407-9421801060024.bu,112,101,2,2,UE2010
o00407-9300901060095.bu,o00407-9300901060095.bu,104,82,0,5,UE2010
o00407-9373401350089.bu,o00407-9373401350089.bu,152,125,4,12,UE2020
o00407-9623700080125.bu,o00407-9623700080125.bu,112,182,1,5,UE2010
o00407-9373401470441.bu,o00407-9373401470441.bu,172,89,2,6,UE2020
o00407-9399800530068.bu,o00407-9399800530068.bu,172,85,2,4,UE2013
o00407-9373401270234.bu,o00407-9373401270234.bu,218,112,3,7,UE2020
o00407-9373401330035.bu,o00407-9373401330035.bu,184,128,3,8,UE2020
o00407-9439000950029.bu,o00407-9439000950029.bu,109,97,3,3,UE2013
o00407-9361000110069.bu,o00407-9361000110069.bu,113,40,1,5,UE2010
o00407-9373401360080.bu,o00407-9373401360080.bu,170,128,1,9,UE2020
o00407-9330000330242.bu,o00407-9330000330242.bu,186,139,8,5,UE2020
o00407-9445500190469.bu,o00407-9445500190469.bu,164,122,6,6,UE2010
o00407-9565600720132.bu,o00407-9565600720132.bu,171,76,3,1,UE2015
o00407-9373401340546.bu,o00407-9373401340546.bu,166,116,0,6,UE2020
o00407-9301700080126.bu,o00407-9301700080126.bu,158,191,2,12,UE2010
o00407-9543500260014.bu,o00407-9543500260014.bu,106,53,0,7,UE2015
o00407-9270300400233.bu,o00407-9270300400233.bu,41,25,1,0,UE2020
o00407-9379300380008.bu,o00407-9379300380008.bu,182,77,1,8,UE2010
o00407-9373401340034.bu,o00407-9373401340034.bu,198,84,7,6,UE2020
o00407-9373401340046.bu,o00407-9373401340046.bu,174,72,4,2,UE2020
o00407-9221500030168.bu,o00407-9221500030168.bu,180,78,2,10,UE2020
o00407-9445500190587.bu,o00407-9445500190587.bu,171,125,5,5,UE2010
o00407-9373401350088.bu,o00407-9373401350088.bu,160,111,3,15,UE2020
o00407-9221500030688.bu,o00407-9221500030688.bu,63,90,2,2,UE2020
o00407-9445500190609.bu,o00407-9445500190609.bu,77,81,2,0,UE2010
o00407-9633400500175.bu,o00407-9633400500175.bu,89,94,3,5,UE2015
o00407-9221501440294.bu,o00407-9221501440294.bu,157,91,3,4,UE2020
o00407-9373401470027.bu,o00407-9373401470027.bu,140,76,3,5,UE2020
o00407-9330000330192.bu,o00407-9330000330192.bu,151,147,9,7,UE2020
o00407-9425000160239.bu,o00407-9425000160239.bu,103,152,1,8,UE2010
o00407-9221500030497.bu,o00407-9221500030497.bu,191,101,3,4,UE2020
o00407-9399800530041.bu,o00407-9399800530041.bu,91,66,0,6,UE2013
o00407-9227401450213.bu,o00407-9227401450213.bu,180,100,4,5,UE2020
o00407-9425000160198.bu,o00407-9425000160198.bu,177,85,2,8,UE2010
o00407-9302500420015.bu,o00407-9302500420015.bu,190,128,3,6,UE2020
o00407-9373401470174.bu,o00407-9373401470174.bu,193,121,4,4,UE2020
o00407-9320301280109.bu,o00407-9320301280109.bu,58,91,1,2,UE2009
o00407-9473000220049.bu,o00407-9473000220049.bu,145,152,3,11,UE2010
o00407-9523000430022.bu,o00407-9523000430022.bu,110,86,3,2,UE2009
o00407-9445500190426.bu,o00407-9445500190426.bu,183,128,6,7,UE2010
o00407-9301700080018.bu,o00407-9301700080018.bu,188,132,3,3,UE2010
o00407-9298300170086.bu,o00407-9298300170086.bu,167,108,2,5,UE2015
o00407-9330000330134.bu,o00407-9330000330134.bu,128,117,5,6,UE2020
o00407-9371800740167.bu,o00407-9371800740167.bu,149,154,3,9,UE2010
o00407-9605900970049.bu,o00407-9605900970049.bu,72,109,0,2,UE2010
o00407-9373401330061.bu,o00407-9373401330061.bu,188,106,1,8,UE2020
o00407-9221500030480.bu,o00407-9221500030480.bu,205,98,2,6,UE2020
o00407-9269001240048.bu,o00407-9269001240048.bu,129,139,3,5,UE2010
o00407-9270300400163.bu,o00407-9270300400163.bu,171,141,2,5,UE2020
o00407-9605900970057.bu,o00407-9605900970057.bu,84,120,1,6,UE2010
o00407-9373401340445.bu,o00407-9373401340445.bu,205,98,2,7,UE2020
o00407-9425000160355.bu,o00407-9425000160355.bu,183,135,3,7,UE2010
o00407-9507900080183.bu,o00407-9507900080183.bu,145,181,4,9,UE2010
o00407-9373400010051.bu,o00407-9373400010051.bu,102,95,4,3,UE2020
o00407-9289400070144.bu,o00407-9289400070144.bu,185,83,4,13,UE2010
o00407-9373401360271.bu,o00407-9373401360271.bu,193,114,1,7,UE2020
o00407-9445500190359.bu,o00407-9445500190359.bu,211,134,3,7,UE2010
o00407-9395500130041.bu,o00407-9395500130041.bu,126,119,2,4,UE2015
o00407-9227401190219.bu,o00407-9227401190219.bu,183,108,5,9,UE2020
o00407-9389001320596.bu,o00407-9389001320596.bu,133,60,1,3,UE2020
o00407-9277000050009.bu,o00407-9277000050009.bu,153,91,3,3,UE2010
o00407-9373401470131.bu,o00407-9373401470131.bu,204,123,1,8,UE2020
o00407-9264900390069.bu,o00407-9264900390069.bu,119,168,4,2,UE2015
o00407-9227401450058.bu,o00407-9227401450058.bu,200,102,4,11,UE2020
o00407-9633400500046.bu,o00407-9633400500046.bu,88,60,5,4,UE2015
o00407-9601600940026.bu,o00407-9601600940026.bu,90,55,1,2,UE2015
o00407-9677600240114.bu,o00407-9677600240114.bu,151,76,7,3,UE2020
