boletim,boletim,bolso,lula,branco,nulo,tipo_urna
o00407-0427800950170.bu,o00407-0427800950170.bu,168,184,3,10,UE2020
o00407-0493600370278.bu,o00407-0493600370278.bu,73,186,5,2,UE2010
o00407-0427800970054.bu,o00407-0427800970054.bu,167,211,4,13,UE2020
o00407-0483901000243.bu,o00407-0483901000243.bu,74,81,1,2,UE2010
o00407-0409000550075.bu,o00407-0409000550075.bu,62,171,0,5,UE2015
o00407-0470700750182.bu,o00407-0470700750182.bu,215,84,1,4,UE2011
o00407-0571100610008.bu,o00407-0571100610008.bu,173,86,1,5,UE2010
o00407-0427800010434.bu,o00407-0427800010434.bu,183,161,7,6,UE2020
o00407-0464200780250.bu,o00407-0464200780250.bu,165,151,2,2,UE2020
o00407-0529000360246.bu,o00407-0529000360246.bu,31,117,2,3,UE2020
o00407-0535500200087.bu,o00407-0535500200087.bu,174,119,3,2,UE2009
o00407-0401400070242.bu,o00407-0401400070242.bu,91,170,9,6,UE2010
o00407-0561400400374.bu,o00407-0561400400374.bu,78,167,1,7,UE2010
o00407-0427800970444.bu,o00407-0427800970444.bu,183,188,3,7,UE2020
o00407-0487100320156.bu,o00407-0487100320156.bu,57,90,0,2,UE2010
o00407-0427800280010.bu,o00407-0427800280010.bu,127,134,4,6,UE2020
o00407-0427800010592.bu,o00407-0427800010592.bu,144,198,6,7,UE2020
o00407-0404901000008.bu,o00407-0404901000008.bu,119,146,3,3,UE2010
o00407-0589400680120.bu,o00407-0589400680120.bu,63,49,0,1,UE2015
o00407-0431600410247.bu,o00407-0431600410247.bu,34,141,1,2,UE2020
o00407-0535501040179.bu,o00407-0535501040179.bu,31,131,0,2,UE2011
o00407-0535501040078.bu,o00407-0535501040078.bu,189,120,4,12,UE2011
o00407-0567300590217.bu,o00407-0567300590217.bu,185,102,3,2,UE2010
o00407-0427800760292.bu,o00407-0427800760292.bu,125,128,4,6,UE2020
o00407-0415400720229.bu,o00407-0415400720229.bu,155,165,3,8,UE2020
o00407-0439100020070.bu,o00407-0439100020070.bu,31,193,1,3,UE2015
o00407-0503700450015.bu,o00407-0503700450015.bu,67,225,2,6,UE2020
o00407-0415400720307.bu,o00407-0415400720307.bu,144,167,4,8,UE2020
o00407-0404901000001.bu,o00407-0404901000001.bu,89,78,0,2,UE2010
o00407-0417000520133.bu,o00407-0417000520133.bu,9,95,0,0,UE2020
o00407-0473100560130.bu,o00407-0473100560130.bu,129,67,1,1,UE2010
o00407-0415400720175.bu,o00407-0415400720175.bu,148,154,1,13,UE2020
o00407-0475800690049.bu,o00407-0475800690049.bu,55,108,3,1,UE2010
o00407-0445600700181.bu,o00407-0445600700181.bu,62,187,2,1,UE2020
o00407-0415400430621.bu,o00407-0415400430621.bu,145,151,3,6,UE2020
o00407-0464200780231.bu,o00407-0464200780231.bu,118,172,1,3,UE2020
o00407-0409000550036.bu,o00407-0409000550036.bu,66,78,2,2,UE2009
o00407-0501000220044.bu,o00407-0501000220044.bu,97,104,2,6,UE2015
o00407-0411100180015.bu,o00407-0411100180015.bu,136,84,1,6,UE2013
o00407-0464200780353.bu,o00407-0464200780353.bu,146,154,3,5,UE2020
o00407-0583500750277.bu,o00407-0583500750277.bu,184,114,4,4,UE2011
o00407-0471500340185.bu,o00407-0471500340185.bu,154,118,2,3,UE2015
o00407-0427800950258.bu,o00407-0427800950258.bu,204,121,3,12,UE2020
o00407-0565700140158.bu,o00407-0565700140158.bu,53,245,1,5,UE2015
o00407-0515000440001.bu,o00407-0515000440001.bu,85,157,3,6,UE2009
o00407-0414600410116.bu,o00407-0414600410116.bu,78,145,4,4,UE2020
o00407-0456100240452.bu,o00407-0456100240452.bu,108,76,2,5,UE2010
o00407-0415400720497.bu,o00407-0415400720497.bu,154,151,3,8,UE2020
o00407-0423500350020.bu,o00407-0423500350020.bu,62,197,1,5,UE2010
o00407-0402200930125.bu,o00407-0402200930125.bu,109,158,5,3,UE2020
o00407-0483900230324.bu,o00407-0483900230324.bu,149,99,3,3,UE2009
o00407-0425100650237.bu,o00407-0425100650237.bu,114,169,4,1,UE2020
o00407-0411100180014.bu,o00407-0411100180014.bu,121,81,2,4,UE2013
o00407-0595900740094.bu,o00407-0595900740094.bu,163,89,0,1,UE2010
o00407-0471500340408.bu,o00407-0471500340408.bu,167,95,1,5,UE2015
o00407-0464200780264.bu,o00407-0464200780264.bu,126,171,3,7,UE2020
